latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
43.43749,45.44868,306.42,0.39,0.44,2022-07-15,2229,N20,VIIRS,n,2.0NRT,290.11,0.45,N
43.60499,44.26462,301.84,0.44,0.46,2022-07-15,2229,N20,VIIRS,n,2.0NRT,288.13,0.41,N
44.50051,43.52606,305.39,0.49,0.49,2022-07-15,2229,N20,VIIRS,n,2.0NRT,288.15,1.57,N
44.56325,43.50447,323.46,0.49,0.49,2022-07-15,2229,N20,VIIRS,n,2.0NRT,288.39,3.32,N
44.56727,43.51133,300.44,0.49,0.49,2022-07-15,2229,N20,VIIRS,n,2.0NRT,287.66,0.97,N
44.56773,43.50514,310.36,0.49,0.49,2022-07-15,2229,N20,VIIRS,n,2.0NRT,287.8,0.97,N
43.07636,45.75361,302.25,0.72,0.75,2022-07-16,9,N20,VIIRS,n,2.0NRT,288.48,1.6,N
43.0816,45.75928,301.91,0.72,0.76,2022-07-16,9,N20,VIIRS,n,2.0NRT,289.31,2.82,N
43.43513,45.45128,315.41,0.68,0.74,2022-07-16,9,N20,VIIRS,n,2.0NRT,288.27,1.85,N
43.43697,45.45505,300.19,0.68,0.74,2022-07-16,9,N20,VIIRS,n,2.0NRT,288.1,1.35,N
44.48199,44.70028,295.35,0.58,0.7,2022-07-16,9,N20,VIIRS,n,2.0NRT,280.17,2.76,N
44.48555,44.7011,304.77,0.58,0.7,2022-07-16,9,N20,VIIRS,n,2.0NRT,281.8,3.63,N
39.70477,46.32309,353.66,0.39,0.36,2022-07-16,952,N20,VIIRS,n,2.0NRT,322.69,18.19,D
39.70804,46.32222,349.94,0.39,0.36,2022-07-16,952,N20,VIIRS,n,2.0NRT,322.8,18.19,D
39.71131,46.32136,345.69,0.39,0.36,2022-07-16,952,N20,VIIRS,n,2.0NRT,310.29,7.3,D
40.27674,44.63714,342.88,0.39,0.36,2022-07-16,952,N20,VIIRS,l,2.0NRT,314.77,5.27,D
41.56385,46.24126,342.11,0.39,0.36,2022-07-16,954,N20,VIIRS,l,2.0NRT,316.6,7,D
41.5683,46.05833,342.09,0.39,0.36,2022-07-16,954,N20,VIIRS,l,2.0NRT,314.13,5.24,D
41.57699,46.14219,353.58,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,323.85,22.57,D
41.57765,46.1468,347.01,0.39,0.36,2022-07-16,954,N20,VIIRS,l,2.0NRT,320.18,11.29,D
41.58028,46.14135,350.25,0.39,0.36,2022-07-16,954,N20,VIIRS,l,2.0NRT,320.76,22.57,D
41.59412,46.14261,345.19,0.39,0.36,2022-07-16,954,N20,VIIRS,l,2.0NRT,319.91,9.51,D
41.59601,46.08475,343.92,0.39,0.36,2022-07-16,954,N20,VIIRS,l,2.0NRT,314.24,6.35,D
41.59668,46.08936,347.94,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,316.37,6.35,D
41.59741,46.14177,355.6,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,319.08,10.79,D
41.59997,46.08852,348.11,0.39,0.36,2022-07-16,954,N20,VIIRS,l,2.0NRT,318.2,6.35,D
41.60392,46.09228,342.3,0.39,0.36,2022-07-16,954,N20,VIIRS,l,2.0NRT,316.94,7.83,D
41.60855,46.10066,349.83,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,317.22,11.25,D
41.60859,46.12457,344.63,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,317.27,20.05,D
41.60926,46.12918,350.03,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,318.04,13.53,D
41.61255,46.12834,349.87,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,319.43,13.53,D
41.61322,46.13295,347.09,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,319.16,13.53,D
41.61705,46.06503,354.78,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,314.86,9.21,D
41.61949,46.06122,340.4,0.39,0.36,2022-07-16,954,N20,VIIRS,l,2.0NRT,314.25,8.23,D
41.62345,46.06498,350.05,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,316.46,8.23,D
41.62873,46.07798,347.39,0.39,0.36,2022-07-16,954,N20,VIIRS,l,2.0NRT,318.56,13.03,D
41.63398,46.06707,347.78,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,318.37,6.81,D
41.64316,46.03603,347.96,0.39,0.36,2022-07-16,954,N20,VIIRS,l,2.0NRT,319.41,6.86,D
41.64383,46.04063,343.58,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,316.8,6.86,D
41.64645,46.03518,351.67,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,316,6.86,D
41.65177,46.07207,351.67,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,314.7,5.58,D
41.65243,46.07669,349.26,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,313.87,5.58,D
41.65573,46.07584,348.79,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,316.65,17.62,D
41.65639,46.08046,352.35,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,316.43,6.11,D
41.65969,46.07962,342.07,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,314.1,6.11,D
43.07687,45.75881,340.98,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,313.14,4.4,D
43.25188,45.81969,342,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,310.71,6.02,D
43.51057,44.56325,338.68,0.38,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,306.1,2.87,D
43.53885,43.86501,340,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,309.67,3.79,D
43.53959,43.86971,337.26,0.39,0.36,2022-07-16,954,N20,VIIRS,n,2.0NRT,306.51,3.79,D
43.63425,46.88032,340.54,0.41,0.37,2022-07-16,954,N20,VIIRS,l,2.0NRT,313.08,5.58,D
43.94356,44.67372,340.01,0.38,0.36,2022-07-16,954,N20,VIIRS,l,2.0NRT,314.42,7.37,D
41.5968,46.09241,303.65,0.59,0.53,2022-07-16,2210,N20,VIIRS,n,2.0NRT,291.13,1.78,N
41.60283,46.15058,314.17,0.59,0.53,2022-07-16,2210,N20,VIIRS,n,2.0NRT,291.32,2.8,N
41.60329,46.14348,304.8,0.59,0.53,2022-07-16,2210,N20,VIIRS,n,2.0NRT,291.19,1.3,N
41.60815,46.14408,307.48,0.59,0.53,2022-07-16,2210,N20,VIIRS,n,2.0NRT,291.38,1.3,N
41.65618,46.08528,300.85,0.59,0.53,2022-07-16,2210,N20,VIIRS,n,2.0NRT,290.44,1.3,N
41.79937,44.88289,302.93,0.34,0.56,2022-07-16,2210,N20,VIIRS,n,2.0NRT,288.54,1.96,N
41.79961,44.87844,326.3,0.34,0.56,2022-07-16,2210,N20,VIIRS,n,2.0NRT,288.06,2.42,N
43.4339,45.45335,306.76,0.33,0.55,2022-07-16,2210,N20,VIIRS,n,2.0NRT,289.8,0.95,N
43.43412,45.44908,320.04,0.33,0.55,2022-07-16,2210,N20,VIIRS,n,2.0NRT,290.28,1.02,N
43.83809,44.50969,301.17,0.37,0.58,2022-07-16,2210,N20,VIIRS,n,2.0NRT,286.25,1.4,N
43.84348,44.51021,333.36,0.37,0.58,2022-07-16,2210,N20,VIIRS,n,2.0NRT,284.33,2.14,N
39.71206,46.32714,303.54,0.55,0.51,2022-07-16,2212,N20,VIIRS,n,2.0NRT,288.43,1.65,N
39.71668,46.32895,319.71,0.55,0.51,2022-07-16,2212,N20,VIIRS,n,2.0NRT,289.36,1.65,N
39.71716,46.32251,297.93,0.55,0.51,2022-07-16,2212,N20,VIIRS,n,2.0NRT,285.84,1.65,N
40.56836,44.74366,301.4,0.34,0.56,2022-07-16,2212,N20,VIIRS,n,2.0NRT,284.93,1.03,N
43.07745,45.75698,315.5,0.43,0.62,2022-07-16,2350,N20,VIIRS,n,2.0NRT,289.5,1.47,N
43.07901,45.76189,311.37,0.43,0.62,2022-07-16,2350,N20,VIIRS,n,2.0NRT,290.14,2,N
43.31299,46.07113,302.67,0.44,0.62,2022-07-16,2350,N20,VIIRS,n,2.0NRT,288.04,0.52,N
43.43335,45.45277,302.09,0.41,0.61,2022-07-16,2350,N20,VIIRS,n,2.0NRT,288.84,0.57,N
43.4347,45.44812,305.43,0.41,0.61,2022-07-16,2350,N20,VIIRS,n,2.0NRT,288.88,0.57,N
39.71568,46.31821,301.09,0.58,0.7,2022-07-16,2352,N20,VIIRS,n,2.0NRT,286.39,1.15,N
40.56926,44.74627,299.54,0.46,0.64,2022-07-16,2352,N20,VIIRS,n,2.0NRT,285.55,0.88,N
41.6055,46.1487,300.98,0.5,0.66,2022-07-16,2352,N20,VIIRS,n,2.0NRT,288.75,0.75,N
39.29647,46.964,346.78,0.45,0.39,2022-07-17,934,N20,VIIRS,l,2.0NRT,320.46,15.48,D
39.71706,46.3314,333.21,0.47,0.39,2022-07-17,934,N20,VIIRS,l,2.0NRT,308.18,4.23,D
40.85824,45.55499,346.76,0.48,0.4,2022-07-17,934,N20,VIIRS,n,2.0NRT,309.24,6.96,D
40.85876,45.55682,344.6,0.48,0.4,2022-07-17,934,N20,VIIRS,n,2.0NRT,308.68,3.62,D
41.4084,46.03458,346.97,0.45,0.39,2022-07-17,934,N20,VIIRS,n,2.0NRT,319.95,25.47,D
41.41088,46.02814,367,0.45,0.39,2022-07-17,934,N20,VIIRS,h,2.0NRT,342.1,120.19,D
41.4119,46.03349,349.86,0.45,0.39,2022-07-17,934,N20,VIIRS,n,2.0NRT,320.37,37.29,D
41.41438,46.02702,367,0.45,0.39,2022-07-17,934,N20,VIIRS,l,2.0NRT,338.35,120.19,D
41.4154,46.03239,367,0.45,0.39,2022-07-17,934,N20,VIIRS,l,2.0NRT,326.6,37.29,D
41.41788,46.02592,354.42,0.45,0.39,2022-07-17,934,N20,VIIRS,n,2.0NRT,323.46,28.01,D
41.41891,46.0313,347.01,0.45,0.39,2022-07-17,934,N20,VIIRS,n,2.0NRT,316.49,11.67,D
41.42139,46.02482,352.74,0.45,0.39,2022-07-17,934,N20,VIIRS,n,2.0NRT,317.84,28.01,D
41.50442,46.25083,348.41,0.44,0.39,2022-07-17,934,N20,VIIRS,n,2.0NRT,315.33,7.62,D
41.55297,46.25386,355.17,0.44,0.39,2022-07-17,934,N20,VIIRS,n,2.0NRT,318.55,11.94,D
41.55395,46.25904,346.2,0.44,0.39,2022-07-17,934,N20,VIIRS,l,2.0NRT,317.94,11.94,D
41.55643,46.25272,351.14,0.44,0.39,2022-07-17,934,N20,VIIRS,n,2.0NRT,316.85,12.47,D
41.55741,46.2579,352.84,0.44,0.39,2022-07-17,934,N20,VIIRS,n,2.0NRT,316.78,12.47,D
41.56702,46.17188,347.59,0.45,0.39,2022-07-17,934,N20,VIIRS,n,2.0NRT,318.58,10.27,D
41.60128,46.13831,341.05,0.45,0.39,2022-07-17,934,N20,VIIRS,l,2.0NRT,315.62,7.57,D
41.6042,46.15398,348.3,0.45,0.39,2022-07-17,934,N20,VIIRS,n,2.0NRT,315.19,8.74,D
41.6092,46.14123,343.8,0.45,0.39,2022-07-17,934,N20,VIIRS,l,2.0NRT,316.54,6.57,D
41.63628,46.09088,346.89,0.45,0.39,2022-07-17,934,N20,VIIRS,n,2.0NRT,314.39,8.68,D
41.75433,46.07193,334.43,0.45,0.39,2022-07-17,934,N20,VIIRS,l,2.0NRT,308.43,50.08,D
43.45896,46.55627,337.69,0.41,0.37,2022-07-17,934,N20,VIIRS,l,2.0NRT,311.2,2.74,D
43.50843,45.5083,342.24,0.44,0.38,2022-07-17,934,N20,VIIRS,l,2.0NRT,312.78,35.03,D
43.51287,45.51237,352.21,0.44,0.38,2022-07-17,934,N20,VIIRS,n,2.0NRT,312.44,9.38,D
43.51531,45.50584,347.25,0.44,0.38,2022-07-17,934,N20,VIIRS,n,2.0NRT,309.14,11.2,D
43.51631,45.51114,351.14,0.44,0.38,2022-07-17,934,N20,VIIRS,n,2.0NRT,313.22,15.45,D
43.55657,46.52613,340.53,0.41,0.37,2022-07-17,934,N20,VIIRS,n,2.0NRT,311.37,7.11,D
43.55745,46.53115,341.77,0.41,0.37,2022-07-17,934,N20,VIIRS,n,2.0NRT,312.66,18.94,D
43.55993,46.52501,344.79,0.41,0.37,2022-07-17,934,N20,VIIRS,n,2.0NRT,314.49,5.64,D
43.56081,46.53002,349.72,0.41,0.37,2022-07-17,934,N20,VIIRS,n,2.0NRT,312.71,10.18,D
43.59573,43.76582,330.78,0.5,0.41,2022-07-17,934,N20,VIIRS,l,2.0NRT,304.82,5,D
43.62366,44.72094,367,0.47,0.39,2022-07-17,934,N20,VIIRS,h,2.0NRT,312.27,16.72,D
43.62475,44.72654,348.93,0.47,0.39,2022-07-17,934,N20,VIIRS,n,2.0NRT,310.17,16.72,D
43.62719,44.71962,355.14,0.47,0.39,2022-07-17,934,N20,VIIRS,n,2.0NRT,311.95,16.72,D
44.35336,44.76683,341.3,0.45,0.39,2022-07-17,937,N20,VIIRS,n,2.0NRT,309.06,10.3,D
44.35569,44.76439,353.76,0.45,0.39,2022-07-17,937,N20,VIIRS,n,2.0NRT,313.75,7.64,D
44.35684,44.76554,338.02,0.45,0.39,2022-07-17,937,N20,VIIRS,l,2.0NRT,311.57,5.26,D
44.40088,44.53289,341.59,0.46,0.39,2022-07-17,937,N20,VIIRS,l,2.0NRT,313.16,13.31,D
40.95052,45.7755,303.83,0.54,0.68,2022-07-17,2153,N20,VIIRS,n,2.0NRT,290.28,2.83,N
40.9507,45.769,327.57,0.54,0.68,2022-07-17,2153,N20,VIIRS,n,2.0NRT,290.02,3.79,N
40.95381,45.77118,332.37,0.54,0.68,2022-07-17,2153,N20,VIIRS,n,2.0NRT,290.17,3.97,N
41.52343,46.30253,302.03,0.51,0.66,2022-07-17,2153,N20,VIIRS,n,2.0NRT,290.07,0.79,N
41.52361,46.29632,301.22,0.51,0.66,2022-07-17,2153,N20,VIIRS,n,2.0NRT,290.27,0.79,N
41.53801,46.22195,305.35,0.52,0.66,2022-07-17,2153,N20,VIIRS,n,2.0NRT,289.96,0.97,N
41.54886,46.24065,306.85,0.51,0.66,2022-07-17,2153,N20,VIIRS,n,2.0NRT,290.28,1.28,N
41.54901,46.23437,302.35,0.51,0.66,2022-07-17,2153,N20,VIIRS,n,2.0NRT,289.91,1.31,N
41.54983,46.24141,303.28,0.51,0.66,2022-07-17,2153,N20,VIIRS,n,2.0NRT,289.84,0.62,N
41.55,46.23515,301.41,0.51,0.66,2022-07-17,2153,N20,VIIRS,n,2.0NRT,289.85,0.62,N
41.57491,46.18535,332.58,0.52,0.67,2022-07-17,2153,N20,VIIRS,n,2.0NRT,291.19,3.95,N
41.57506,46.17902,326.81,0.52,0.67,2022-07-17,2153,N20,VIIRS,n,2.0NRT,290.73,3.95,N
41.57536,46.16637,301.48,0.52,0.67,2022-07-17,2153,N20,VIIRS,n,2.0NRT,289.74,1.98,N
41.57616,46.18607,331.61,0.52,0.67,2022-07-17,2153,N20,VIIRS,n,2.0NRT,290.56,5.59,N
41.57634,46.17976,326.37,0.52,0.67,2022-07-17,2153,N20,VIIRS,n,2.0NRT,290.04,5.8,N
41.57671,46.16713,301.56,0.52,0.67,2022-07-17,2153,N20,VIIRS,n,2.0NRT,289.7,0.79,N
41.60122,46.12326,303.99,0.52,0.67,2022-07-17,2153,N20,VIIRS,n,2.0NRT,289.41,1.21,N
41.65759,46.10713,323.52,0.52,0.67,2022-07-17,2153,N20,VIIRS,n,2.0NRT,291.09,3.15,N
41.65776,46.10071,312.76,0.52,0.67,2022-07-17,2153,N20,VIIRS,n,2.0NRT,290.21,2.76,N
41.66225,46.10817,314.88,0.52,0.67,2022-07-17,2153,N20,VIIRS,n,2.0NRT,290.5,3.7,N
41.66238,46.10172,331.41,0.52,0.67,2022-07-17,2153,N20,VIIRS,n,2.0NRT,289.87,3.7,N
41.6638,46.10751,306.42,0.52,0.67,2022-07-17,2153,N20,VIIRS,n,2.0NRT,290.38,3.15,N
41.66397,46.10107,306.66,0.52,0.67,2022-07-17,2153,N20,VIIRS,n,2.0NRT,290.06,2.76,N
43.43826,45.44922,308.33,0.58,0.7,2022-07-17,2153,N20,VIIRS,n,2.0NRT,289.15,1.1,N
40.56789,44.74724,299.04,0.53,0.5,2022-07-17,2331,N20,VIIRS,n,2.0NRT,285.25,2.01,N
41.53699,46.22582,350.01,0.59,0.53,2022-07-17,2331,N20,VIIRS,n,2.0NRT,292.63,10.35,N
41.56928,46.18024,303.21,0.59,0.53,2022-07-17,2331,N20,VIIRS,n,2.0NRT,291.38,0.95,N
41.57389,46.18233,313.92,0.59,0.53,2022-07-17,2331,N20,VIIRS,n,2.0NRT,291.67,3.21,N
41.65902,46.10896,302.88,0.58,0.52,2022-07-17,2331,N20,VIIRS,n,2.0NRT,291.67,1.85,N
43.07681,45.75871,305.71,0.51,0.5,2022-07-17,2331,N20,VIIRS,n,2.0NRT,291.78,1.26,N
43.21342,45.84445,303.76,0.51,0.5,2022-07-17,2331,N20,VIIRS,n,2.0NRT,290.64,0.61,N
43.30988,46.06664,306.43,0.52,0.5,2022-07-17,2331,N20,VIIRS,n,2.0NRT,291.69,1.39,N
44.41369,44.52397,297.33,0.42,0.45,2022-07-17,2331,N20,VIIRS,n,2.0NRT,272.16,1.1,N
